[protein],[ligand],[-log k],[resolution],[year],[origin],[covalent_bond],complex_id,smiles
1v2k,ZEN,6.187086643357144,2.0,2004,PDB,False,1v2k_ZEN,c1cc(cc2c1cc(cc2)Cl)S(=O)(=O)N3CCN(CC3)C(=O)C4CCN(CC4)c5ccncc5
1zsb,AZM,0.6020599913279624,2.0,1996,PDB,False,1zsb_AZM,CC(=O)Nc1nnc(s1)S(=O)(=O)N
5h8e,5Y3,11.198596289982644,2.15,2016,PDB,False,5h8e_5Y3,CC(=O)Nc1cc(ccc1N(C)CCN)Nc2cc(n3c(n2)c(cn3)C#N)NC4CC4
4z1q,558,7.823908740944319,1.4,2015,PDB,False,4z1q_558,Cc1nnc2n1-c3ccc(cc3N(C[C@H]2C)c4ccc(cc4)Cl)c5ccc(nc5)N
4cpu,V78,7.530177984021837,1.82,2014,PDB,False,4cpu_V78,CC(C)[C@H]1C(=O)NC/C=C\Cc2ccc(cc2)C[C@@](C(=O)N1)(CCCN(Cc3ccc(cc3)[C@@H]4CC=S=C4)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O
3gb2,G3B,7.468521082957745,2.4,2010,PDB,False,3gb2_G3B,Cc1nnc(o1)c2ccc3c(c2)c(co3)c4ccc(cc4)[S@@](=O)C
5qao,Z8R,3.619788758288394,2.0,2018,PDB,False,5qao_Z8R,CS(=O)(=O)NCc1ccc(cc1)c2cccc(c2)C(=O)O
1tnj,PEA,1.958607314841775,1.8,1994,PDB,False,1tnj_PEA,c1ccc(cc1)CC[NH3+]
1zoe,K25,7.397940008672037,1.77,2005,PDB,False,1zoe_K25,CN(C)c1[nH]c2c(n1)c(c(c(c2Br)Br)Br)Br
2hs1,017,8.481486060122112,0.84,2006,PDB,False,2hs1_017,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N
2ei6,D92,7.387216143280264,2.3,2008,PDB,False,2ei6_D92,C[N@@]1CCc2c(sc(n2)C(=O)N[C@@H]3CCCC[C@@H]3NC(=O)c4cc5cc(ccc5[nH]4)Cl)C1
1ggn,GLS,5.508638306165727,2.36,2000,PDB,False,1ggn_GLS,C([C@@H]1[C@H]([C@@H]([C@H]([C@]2(O1)C(=O)NC(=O)N2)O)O)O)O
6i63,2OH,7.006123085058789,2.23,2019,PDB,False,6i63_2OH,CC(C)(c1ccc(cc1)O)c2ccc(cc2)O
2pmn,K51,5.200659450546418,2.8,2008,PDB,False,2pmn_K51,CC(C)[C@@H](CO)Nc1ccc2ncc(n2n1)c3ccc(cc3)C#N
5un1,BMK,5.795880017344075,3.6,2018,PDB,False,5un1_BMK,C[C@@]12c3ccccc3C[C@@H](N1)c4c2cccc4
4uia,FH9,6.721246399047171,2.18,2015,PDB,False,4uia_FH9,CC(C)CCNC(=O)[C@@H](CC1CCCCC1)NC(=O)N[C@@H](CCCCN)C(=O)O
2ai8,SB7,6.795880017344075,1.7,2005,PDB,False,2ai8_SB7,c1ccc(cc1)CCCN(CO)O
3c45,317,9.67778070526608,2.05,2008,PDB,False,3c45_317,CS(=O)(=O)c1ccc(c(c1)Cl)c2nc(on2)[C@@H](CC3CC3)[C@@H](C(=C4CCCC4)F)N
2ww0,SWA,5.301029995663981,2.8,2009,PDB,True,2ww0_SWA,C1C[C@H]([C@@H]2[C@@H]([C@@H](C[N@]2C1)O)O)O
4ih7,1ER,5.236572006437063,2.3,2013,PDB,False,4ih7_1ER,CC(C)(C)c1cccc(c1)C2=CC=CNC2=O
3w2o,03P,5.075720713938118,2.35,2013,PDB,False,3w2o_03P,CC(C)(CC(=O)NCCn1ccc2c1c(ncn2)Nc3ccc(c(c3)Cl)Oc4cccc(c4)C(F)(F)F)O
4n3r,2GU,6.823908740944319,1.9,2013,PDB,False,4n3r_2GU,CC1(CC(=O)Nc2c1ccc(c2)NC(=O)c3cc(ccc3F)c4ccc5c(c4)cnc(n5)N)C
3igv,B80,7.602059991327962,2.6,2009,PDB,False,3igv_B80,CC[C@H]1CC(=C(C(=O)N1Cc2ccc(cc2)F)C3=Nc4ccc(cc4S(=O)(=O)N3)NS(=O)(=O)C)O
4q1s,2YD,4.168130225719498,2.6,2014,PDB,True,4q1s_2YD,C[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C3=C(C(=O)C(=C4[C@@H]3C[C@@](O4)([C@H](C[C@@H](C/C(=C1)/C)C)C)O)C)O)C)O)C
1ftj,GLU,6.085656842880559,1.9,2000,PDB,False,1ftj_GLU,C(CC(=O)O)[C@@H](C(=O)O)N
2zas,1OH,7.856985199745905,2.0,2008,PDB,False,2zas_1OH,CC(C)(c1ccccc1)c2ccc(cc2)O
4lh2,SIN,1.2365720064370629,1.67,2013,PDB,False,4lh2_SIN,C(CC(=O)O)C(=O)O
3g8o,30X,7.795880017344075,1.9,2010,PDB,False,3g8o_30X,C[C@@H](C(=O)N(C)C)[N@@](CC(F)(F)F)c1ccc(c(c1)C(F)(F)F)C#N
4e5h,0N8,6.366531544420414,2.16,2012,PDB,False,4e5h_0N8,c1ccc(cc1)CN2CCC(CC2)(Cc3ccc(cc3)Cl)C(=O)/C=C(/C(=O)O)\O
2g9u,G27,6.075720713938118,2.15,2007,PDB,False,2g9u_G27,c1ccc(cc1)CCC[N@@]2C[C@@H]([C@H]([C@@H](C2)O)O)CO
3vw6,IM6,7.853871964321762,2.4,2012,PDB,False,3vw6_IM6,CC(C)(C)c1ccc(cc1)C(=O)Nc2cn3cc(ccc3n2)n4ccnc4
6cq4,F8P,4.853871964321762,3.2,2018,PDB,False,6cq4_F8P,c1cc2c(cc1C3CCC(CC3)(F)F)C(=O)c4cc(c(nc4O2)N)C(=O)O
2fx6,270,3.6989700043360183,1.57,2006,PDB,False,2fx6_270,C1=CC2=NC(N=C2C=C1)N
5u0e,7R4,5.113509274827518,1.27,2017,PDB,False,5u0e_7R4,c1ccc(cc1)C[C@@H]2C(=O)NC(=S)S2
5tqg,7KS,9.619788758288394,1.9,2017,PDB,False,5tqg_7KS,C[C@@H]1CC(=O)Nc2ccc(c(c2)CN(C(=O)[C@@H](c3ccc(c1c3)OCC(F)F)Nc4ccc5c(c4)c(cnc5N)F)C)S(=O)(=O)C6CC6
4lko,1WH,8.221848749616356,2.43,2013,PDB,False,4lko_1WH,Cc1c(c(c2c(n1)CN(C2=O)CCOC)c3ccc(cc3Cl)Cl)CN
4kmu,RFP,7.920818753952375,3.85,2013,PDB,False,4kmu_RFP,Cc1c(c2c3c4c1O[C@@](C4=O)(O\C=C\[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](C=C\C=C(/C(=O)Nc(c2O)c(c3O)\C=N\N5CCN(CC5)C)\C)C)O)C)O)C)OC(=O)C)C)OC)C)O
5hcx,60B,8.387216143280265,2.6,2016,PDB,False,5hcx_60B,Cc1nc2cnc(cc2n1C(C)C)Nc3ccnc(n3)c4cnn(c4)S(=O)(=O)C5CC5
4ewh,T77,9.522878745280336,2.5,2012,PDB,False,4ewh_T77,CN(C)CCOc1ccc(cc1)c2c(c3c([nH]2)ncnc3NCC4SCCS4)c5ccccc5
5jyo,63J,8.522878745280337,2.1,2016,PDB,False,5jyo_63J,c1ccnc(c1)CC(=O)Nc2nnc(s2)CCCCc3ccc(nn3)NC(=O)Cc4cccc(c4)OC(F)(F)F
5mtx,FJI,7.752026733638194,1.8,2017,PDB,False,5mtx_FJI,c1ccc(cc1)C(=O)Nc2cc(ccc2F)Nc3ccc4c(c3)OCc5ccc(cc5C4=O)C(=O)NCCN6CCOCC6
4uix,TVU,7.300162274132754,1.58,2015,PDB,False,4uix_TVU,CN1C=C(c2c(cc(s2)C(=O)NC3CCS(=O)(=O)CC3)C1=O)c4ccc(c(c4)OC)OC
5l4j,6JD,4.2839966563652006,1.62,2016,PDB,False,5l4j_6JD,c1cc(ccc1O)S(=O)(=O)c2ccc(cc2)O
4e1k,0N5,6.301029995663981,2.0,2013,PDB,False,4e1k_0N5,COc1cc2c(cc1O)ncnc2Nc3ccc(cc3)NC(=O)c4ccccc4
5dhp,5AQ,3.853871964321762,2.27,2016,PDB,False,5dhp_5AQ,c1ccc(cc1)CCNC(=O)CSc2nc3c(ncnc3n2[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N
6huc,GRT,7.585026652029182,3.0,2019,PDB,True,6huc_GRT,CC(C)C[C@@H](C(=O)NCC(=O)N[C@H](CCS(=O)(=O)C)Cc1ccc(cc1)CN)NC(=O)[C@H](Cc2ccccc2)N=[N+]=[N-]
3e37,ED5,5.392544976785332,1.8,2009,PDB,False,3e37_ED5,Cc1ccccc1S(=O)(=O)[N@](CC[N@@](Cc2cncn2C)c3ccc(cc3)C#N)CC4CCN(CC4)C(=O)OC(C)(C)C
4drk,I63,5.077793722560983,1.5,2012,PDB,False,4drk_I63,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc2ccc(c(c2)OC)OC)c3cccc(c3)OCC(=O)O
4cki,ADN,5.958607314841775,2.12,2014,PDB,False,4cki_ADN,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
5d7r,57Y,7.886056647693163,1.55,2015,PDB,False,5d7r_57Y,CCCc1c(ccc2c1n[nH]c2c3cnc(s3)c4cc(c(nc4)C(=O)O)O)O
2c6k,DT2,6.136677139879544,1.9,2005,PDB,False,2c6k_DT2,c1cc(ccc1Nc2cc(nc3n2ncn3)NC4CCCCC4)S(=O)(=O)N
4bps,3EB,2.9913998282380825,1.08,2013,PDB,False,4bps_3EB,c1cc(cc(c1)C(=O)O)CCC(=O)O
4bcj,T9N,7.958607314841775,3.16,2013,PDB,False,4bcj_T9N,Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)O)C#N
4ttv,BC9,6.679853713888946,2.8,2015,PDB,False,4ttv_BC9,C[C@H]1C[C@H](C[C@@H]([C@H](/C(=C/CCC[C@H](OC(=O)C[C@@H]([C@H](C1)C)O)[C@@H]2CC[C@H]2C(=O)O)/C#N)O)C)C
3q2j,CKI,4.179798540514359,2.15,2011,PDB,False,3q2j_CKI,c1cc(c2ccncc2c1S(=O)(=O)NCCN)Cl
1rbp,RTL,6.721246399047171,2.0,1991,PDB,False,1rbp_RTL,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
5dey,59T,8.431798275933005,2.1,2016,PDB,False,5dey_59T,Cc1cccc(n1)c2ccc(c(c2)Cl)C3=Cc4cnc(nc4N(C3=O)CC5OCC(CO5)N)NC
6gzh,LCI,8.267606240177031,3.17,2018,PDB,False,6gzh_LCI,Cn1c(c(cn1)c2c(cnc(n2)NC3CCC(CC3)[NH3+])F)CC4CC4
5ufp,86D,7.371611069949688,1.9,2017,PDB,False,5ufp_86D,c1cc(c2c(c1Oc3cc(cc(c3)F)C#N)CC([C@H]2O)(F)F)S(=O)(=O)C(F)F
3upi,0C2,8.221848749616356,2.0,2012,PDB,False,3upi_0C2,C[C@@H]1COc2c1ccc3c2c(c(n3Cc4cc(ccc4F)F)C(=O)NS(=O)(=O)C)C5=CC=CNC5=O
5gvn,G6F,7.045757490560675,2.3,2017,PDB,False,5gvn_G6F,Cc1c2c(n[nH]1)OC(=C([C@@]2(c3cc(cc(c3)F)c4cccc(c4)CCC(=O)O)C(C)C)C#N)N
3hb4,E2B,9.045757490560677,2.21,2009,PDB,False,3hb4_E2B,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@@H]([C@@H]2O)Cc5cccc(c5)C(=O)N)O
3dp3,4BB,5.818156412055227,2.3,2009,PDB,False,3dp3_4BB,CC(C)(C)c1ccc(cc1)C(=O)N/N=C/c2cc(c(c(c2O)Br)O)Br
1g35,AHF,8.136677139879543,1.8,2001,PDB,False,1g35_AHF,COC(c1ccc(cc1)CN2[C@@H]([C@@H]([C@H]([C@H]([N@](S2(=O)=O)Cc3ccc(cc3)CO)COc4ccccc4)O)O)COc5ccccc5)O
5o7n,9NK,6.522878745280337,1.5,2018,PDB,False,5o7n_9NK,c1ccc(cc1)C[C@H](CS)C(=O)N2CCCC[C@@H]2C(=O)O
6hm7,GDH,7.100179497572904,1.64,2018,PDB,False,6hm7_GDH,Cc1ccnc(c1)COc2cccc(c2c3ccc4c(c3)CCNCC4)OC
2idw,017,8.886056647693163,1.1,2006,PDB,False,2idw_017,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N
4rpn,PCI,6.958607314841775,2.27,2014,PDB,False,4rpn_PCI,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)O
5aag,6F2,7.337242168318426,2.85,2015,PDB,False,5aag_6F2,Cc1c(cn(n1)C)c2[nH]c3c(n2)c(c(cn3)Cl)c4cnn(c4)Cc5cccc(c5)C(=O)N6CCN(CC6)C
1fcx,184,7.1938200260161125,1.47,2000,PDB,False,1fcx_184,CC1(CCC(c2c1ccc(c2)[C@H](c3ccc4cc(ccc4c3)C(=O)O)O)(C)C)C
5y93,8Q9,5.6439741428068775,1.62,2018,PDB,False,5y93_8Q9,Cc1c2cc(c(cc2on1)OCC(=O)NCCN3CCOCC3)NS(=O)(=O)c4cc(ccc4OC)Br
3adv,SRO,3.0301183562535,2.27,2010,PDB,False,3adv_SRO,c1cc2c(cc1O)c(c[nH]2)CCN
6iyw,IM2,7.230622673923861,1.6,2019,PDB,True,6iyw_IM2,[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
5fnj,YI6,2.288192770958809,1.67,2016,PDB,False,5fnj_YI6,CCOc1ccc(cc1)CC(=O)O
4dkq,0LK,6.6020599913279625,1.89,2012,PDB,False,4dkq_0LK,[H]/N=C(\N)/N[C@H]1Cc2ccccc2[C@@H]1NC(=O)C(=O)Nc3ccc(c(c3)F)Cl
1i1e,DM2,5.026872146400302,2.5,2001,PDB,False,1i1e_DM2,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O
1ykr,628,6.251811972993799,1.8,2006,PDB,False,1ykr_628,c1cc(c(c(c1)Cl)C(=O)c2ccc3nc(cn3c2)Nc4ccc(cc4)S(=O)(=O)N)Cl
2brn,DF1,5.259637310505756,2.8,2005,PDB,False,2brn_DF1,C[C@H](CNc1c2c(c([nH]c2ncn1)c3ccccc3)c4ccccc4)O
3ieo,AMJ,6.480172006224281,2.0,2010,PDB,False,3ieo_AMJ,CC(=O)N[C@@H](COC)C(=O)NCc1ccccc1
4mhz,PBD,6.872895201635193,1.95,2014,PDB,False,4mhz_PBD,COc1ccc(cc1OC)NC(=S)NCCCn2ccnc2
5v0n,8W4,7.173277479831008,2.16,2017,PDB,False,5v0n_8W4,CCc1cn2c3c1cc(cc3N(S(=O)(=O)C(C2)(C)C)C)C(=O)N[C@@H](Cc4ccccc4)[C@@H]([C@H]5C(=O)N(CCN5)Cc6ccccc6)O
6enm,LPW,8.318758762624412,1.59,2018,PDB,False,6enm_LPW,COc1ccc(cc1)c2ccc(cc2)S(=O)(=O)c3ccccc3CC(=O)NO
4ufl,DZX,2.638272163982407,2.4,2015,PDB,False,4ufl_DZX,C1C[C@H]2[C@H]([C@H]([C@H]([C@@H]1N2)CO)O)O
3lbk,K23,6.03810452633215,2.3,2010,PDB,False,3lbk_K23,c1ccc(cc1)c2c(n(cn2)Cc3ccc(cc3)Cl)c4c5ccc(cc5[nH]c4C(=O)O)Cl
5hbj,5Y8,8.638272163982407,3.0,2016,PDB,False,5hbj_5Y8,Cn1c2ccc(cc2cn1)c3cnc(c(c3N4CCC5(CCNC5=O)CC4)Cl)N
3qi4,IBM,3.931072388317928,2.5,2011,PDB,False,3qi4_IBM,CC(C)CN1c2c(nc[nH]2)C(=O)N(C1=O)C
4xwk,4C8,4.634512015109101,3.5,2016,PDB,False,4xwk_4C8,c1cc(c(cc1Br)Br)Oc2c(cc(cc2Br)Br)Br
5owh,B0K,5.920818753952375,2.3,2018,PDB,False,5owh_B0K,c1nc2c(n1CCCN)c(c(c(c2Br)Br)Br)Br
3mlb,LJZ,4.795880017344075,1.8,2010,PDB,False,3mlb_LJZ,c1cc(c(cc1)Cl)NC(=O)CCC(=O)/N=N/C=C2C=CC(=C/N=N/C(=O)CCC(=O)Nc3c(cccc3)Cl)C=C2
1xgi,NST,4.853871964321762,1.96,2005,PDB,False,1xgi_NST,c1cc(cc(c1)[N+](=O)[O-])NS(=O)(=O)c2ccsc2C(=O)O
6h8s,FSZ,4.423658649794207,1.77,2018,PDB,False,6h8s_FSZ,[H]/N=C(/N)\Nc1cc(cc(c1)C(F)(F)F)C2CCNCC2
4e28,0MZ,5.886056647693163,2.3,2012,PDB,False,4e28_0MZ,c1ccc(c(c1)/C=N/N=C\2/N=C([C@@H](S2)CC(=O)Nc3cccc(c3)C(F)(F)F)O)O
2zis,NH8,8.55284196865778,2.6,2009,PDB,False,2zis_NH8,Cn1cncc1[C@@](c2ccc(cc2)C#N)(c3cc4cc(cc(c4o3)c5cccc(c5)C#N)[N+](=O)[O-])O
6bqd,69G,6.3872161432802645,2.14,2019,PDB,False,6bqd_69G,C/C=C/CN1C=C(c2cc[nH]c2C1=O)c3cccc(c3)C(=O)N(C)C
2zg1,SIA,2.096910013008056,2.7,2008,PDB,False,2zg1_SIA,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O
4pku,30P,4.522878745280337,2.4,2014,PDB,False,4pku_30P,Cc1cc(ccc1F)S(=O)(=O)N(Cc2cccc(c2)N)[C@H](C)C(=O)NO
3mxd,K53,8.832682665251824,1.95,2010,PDB,False,3mxd_K53,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)[C@@H]2CN(C(=O)O2)c3ccccc3O)O)S(=O)(=O)c4ccc5c(c4)OCO5
4byj,FH5,6.568636235841013,2.75,2013,PDB,False,4byj_FH5,Cc1c(cn(n1)C)c2[nH]c3c(n2)c(c(cn3)Cl)N4CC[C@@H](C4)NC(=O)C
5a8x,IUY,8.187086643357144,2.23,2016,PDB,False,5a8x_IUY,CCOC(=O)C1=C(N(c2[nH]cc[n+]2[C@@H]1c3ccc(cc3)C#N)c4cccc(c4)C(F)(F)F)C
1bmq,MNO,7.42021640338319,2.5,1998,PDB,True,1bmq_MNO,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)NS(=O)(=O)C)C=O)NC(=O)c2ccc3ccccc3c2
4an2,EUI,9.045757490560677,2.5,2012,PDB,False,4an2_EUI,c1cc(c(cc1I)F)Nc2c(ccc(c2F)F)C(=O)N3CC(C3)([C@@H]4CCCCN4)O
4ool,2U2,6.853871964321762,2.3,2014,PDB,True,4ool_2U2,c1c(nc(s1)N)/C(=N/OCC2=CC(=O)C(=CN2O)O)/C(=O)N[C@@H](CO/N=C(\CCC(=O)O)/C(=O)O)C=O
3i4b,Z48,8.154901959985743,2.3,2010,PDB,False,3i4b_Z48,Cc1cnc(nc1c2cc([nH]c2)C(=O)N[C@H](CO)c3ccccc3)Nc4ccccc4
3atm,TSS,3.0589857562944305,1.72,2011,PDB,False,3atm_TSS,c1ccc2c(c1)c(c[nH]2)CCN
5gvp,GCF,6.782516055786093,2.26,2017,PDB,False,5gvp_GCF,Cc1c2c(n[nH]1)OC(=C([C@@]2(c3cc(cc(c3)C(F)(F)F)c4cccc(c4)CCC(=O)O)C(C)C)C#N)N
3f8w,ADN,4.08460016478773,2.3,2009,PDB,False,3f8w_ADN,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
6eo8,2FN,7.0,1.94,2017,PDB,False,6eo8_2FN,CC(C)N1CCC(CC1)C(=O)Nc2c(cccc2OCc3cc(on3)c4ccc(s4)Cl)OCCCO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O
2rk7,OXL,4.050609993355088,1.9,2008,PDB,False,2rk7_OXL,C(=O)(C(=O)[O-])[O-]
5zae,EAU,6.806875401645538,1.73,2018,PDB,False,5zae_EAU,[H]/N=C(/N)\NC(=O)c1c(nc(c(n1)c2ccco2)N3CCCCCC3)N
6n19,K8V,3.017728766960432,1.5,2019,PDB,False,6n19_K8V,c1cc(c(cc1NC(=O)CCCC(=O)O)C(=O)O)C(=O)O
6e6j,HWV,8.096910013008056,2.44,2019,PDB,False,6e6j_HWV,CCNC(=O)c1cc2c([nH]1)C(=O)N(C=C2c3cc(ccc3Oc4c(cc(cc4C)F)C)C(C)(C)O)C
1hsh,MK1,9.42021640338319,1.9,1996,PDB,False,1hsh_MK1,CC(C)(C)NC(=O)[C@@H]1C[N@@](CC[N@]1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5
1m5c,BRH,6.301029995663981,1.65,2002,PDB,False,1m5c_BRH,C(c1c(c(no1)O)Br)C(C(=O)O)N
2v13,C40,7.585026652029182,2.8,2008,PDB,False,2v13_C40,CCCCNC(=O)[C@H](C)C[C@@H]([C@H](C[C@@H](C)CNC(=O)c1ccccc1OCCCOC)N)O
3own,3OX,7.468521082957745,2.0,2010,PDB,False,3own_3OX,CC(C)CNC(=O)[C@@H](C[C@@H]([C@@H]1COCc2cccc(c2)[C@H](NC(=O)c3cc(cc(c3)N(C)S(=O)(=O)C)C(=O)N1)c4ccccc4)O)C(C)C
5eu1,5SW,7.812479279163536,1.6,2016,PDB,False,5eu1_5SW,CN1C=C(c2ccncc2C1=O)c3cc(c(c(c3)OC)CN(C)C)OC
3c0z,SHH,3.946921556516581,2.1,2008,PDB,False,3c0z_SHH,c1ccc(cc1)NC(=O)CCCCCCC(=O)NO
6chp,F0Y,10.1249387366083,1.94,2018,PDB,False,6chp_F0Y,Cc1ccc2c(n1)[nH]c(n2)N[C@H](CC#N)c3cccc(c3)CC4CCN(CC4)C(=O)OC
4y3j,HIC,2.167491087293764,1.31,2016,PDB,False,4y3j_HIC,Cn1cc(nc1)C[C@@H](C(=O)O)N
4f6s,0SQ,5.489454989793388,2.6,2013,PDB,False,4f6s_0SQ,Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)N
1rri,A45,5.823908740944319,2.0,2004,PDB,False,1rri_A45,c1cc(cc(c1)n2nc3c(n2)nc(nc3O)N)C(=O)O
4rqk,R1S,5.823908740944319,1.55,2014,PDB,False,4rqk_R1S,c1ccc2c(c1)c(cs2)S(=O)(=O)Nc3nc4ccc(cc4s3)Cl
3k84,K84,8.522878745280337,2.25,2009,PDB,True,3k84_K84,CCCCCCCC/C=C\CCCCCCCC(=O)c1nnc(o1)c2ccccn2
3t09,149,3.795880017344075,1.75,2012,PDB,False,3t09_149,C([C@@H]1[C@@H]([C@@H]([C@H](C(=O)O1)O)O)O)O
5htb,6L5,6.769551078621726,1.7,2016,PDB,False,5htb_6L5,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)C(=O)NCCCCCC(=O)N[C@H](CC(=O)O)C(=O)N)O)O)N
5ewm,5SM,7.920818753952375,2.76,2016,PDB,False,5ewm_5SM,Cc1nccn1Cc2cc(cnn2)c3ccc(c(c3)C(F)F)F
4mrf,2CK,1.9507819773298185,1.55,2014,PDB,False,4mrf_2CK,c1ccc2c(c1)CCNC2
4zwx,5KZ,8.698970004336019,1.7,2015,PDB,False,4zwx_5KZ,CC(=O)OC[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)S(=O)(=O)NCCCCCOS(=O)(=O)N)OC(=O)C)OC(=O)C)OC(=O)C
4mho,26M,5.0835460514500745,2.0,2014,PDB,False,4mho_26M,c1ccc(cc1)c2ccc(cc2)OCC(=O)N[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
4d88,BXQ,7.309803919971486,1.7,2012,PDB,False,4d88_BXQ,CC(C)(C)c1cccc(c1)CN[C@H]2CS(=O)(=O)C[C@H]([C@@H]2O)Cc3cc(c(c(c3)F)N)C[C@@H](C(F)(F)F)O
1inh,ST6,2.3010299956639813,2.4,1996,PDB,False,1inh_ST6,CC(=O)Nc1ccc(cc1NC(=O)C[NH3+])C(=O)O
3wmc,NF6,6.508638306165727,2.1,2014,PDB,False,3wmc_NF6,Cc1nnc(s1)CNCCN2C(=O)c3cccc4c3c(ccc4N(C)C)C2=O
5e2n,V14,9.537602002101044,1.53,2016,PDB,False,5e2n_V14,C1CCCC(CCC1)Nc2c(c(c(c(c2S(=O)(=O)CCO)F)F)S(=O)(=O)N)F
3zqt,30Z,4.411168274405793,2.29,2011,PDB,False,3zqt_30Z,C[C@@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc2ccc(c(c2)O)O
3rk9,09Z,6.2839966563652006,1.85,2012,PDB,False,3rk9_09Z,CC(C)Nc1nc(c(s1)C(=O)c2cccnc2)N
1pxl,CK4,6.045757490560675,2.5,2003,PDB,False,1pxl_CK4,Cc1c(sc(n1)C)c2ccnc(n2)Nc3ccc(cc3)C(F)(F)F
3i60,E86,8.698970004336019,2.5,2010,PDB,False,3i60_E86,Cc1cnc(nc1c2cc([nH]c2)C(=O)N[C@H](CO)c3ccccc3)Nc4ccccc4Cl
6k4t,JKE,6.022276394711152,1.39,2019,PDB,False,6k4t_JKE,c1ccc(c(c1)C(=O)O)S
1y1m,AC5,1.815308569182401,1.8,2005,PDB,False,1y1m_AC5,C1CCC(C1)(C(=O)O)N
5h21,RMR,5.1938200260161125,1.59,2017,PDB,False,5h21_RMR,COc1cc(cc(c1OC)OC)C(=O)NCCc2cccs2
3arp,DEQ,7.154901959985743,1.55,2011,PDB,False,3arp_DEQ,Cc1cc(c2ccccc2[n+]1CCCCCCCCCC[n+]3c(cc(c4c3cccc4)N)C)N
2e9u,A25,8.100179497572904,2.0,2008,PDB,False,2e9u_A25,c1cc2c(cc1Cl)NC(=O)Nc3cncc(n3)OCCCCCO2
1bra,BEN,1.8239087409443189,2.2,1994,PDB,False,1bra_BEN,[H]/N=C(\c1ccccc1)/N
5ufs,1TA,8.494850021680094,2.12,2017,PDB,False,5ufs_1TA,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O
4lm5,Q17,6.823908740944319,2.25,2014,PDB,False,4lm5_Q17,c1ccc2c(c1)c(nc(n2)c3ccccc3O)NCCCN
5eci,JAA,3.795880017344075,1.56,2016,PDB,False,5eci_JAA,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)O
6f1x,C9Q,7.698970004336019,1.9,2018,PDB,False,6f1x_C9Q,CCNC(=O)c1cc2c(ccnc2[nH]1)c3cccc(c3)Cl
3cf9,AGI,4.826813731587726,2.6,2008,PDB,False,3cf9_AGI,c1cc(ccc1C2=CC(=O)c3c(cc(cc3O2)O)O)O
4efu,EFU,6.6020599913279625,2.0,2012,PDB,False,4efu_EFU,Cc1cccc(c1)Cc2c3cc(c(cc3[nH]n2)O)C(=O)N(C)Cc4ccccc4
1q8w,M77,5.2441251443275085,2.2,2003,PDB,False,1q8w_M77,c1cc2cnccc2c(c1)S(=O)(=O)N3CCCNCC3
1n46,PFA,10.522878745280336,2.2,2003,PDB,False,1n46_PFA,Cc1cc(cc(c1Oc2ccc(c(c2)C(C)C)O)C)N3C(=O)NC(=O)C=N3
